loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
"13.0","12.336984971108627","1.0","0.0","58.11164906101458","13.817034637251513","69.82656288441557","72.04518880333839","-0.372573640012269","11.665817333307515","2.0","0.0","0.0","0.0","0.38276084530900734","0.0","0.0","0.0","1.0","1.0","Y"
"17.0","16.236527424987916","1.0","0.0","78.39203015265534","18.127713565434153","151.52753789716346","82.91666012785252","8.634900370088141","16.06147544699349","2.0","0.0","0.0","0.0","0.18470018804434302","0.0","0.0","0.0","1.0","1.0","Y"
"258.0","28.835289781509946","1.0","8.379467801429506","26.052190292622868","53.68986881867603","364.73560399060256","13.420953751063806","8.313093171471337","22.0","0.8481270552453322","1.0","6.039476412349808","0.0","0.15013825174848944","0.0","0.0","8.592338721809709","3.0","1.1882668869919355","Y"
"316.0","25.93521426038805","1.0","3.1964000015661225","14.482591328029683","67.35026889611395","206.26586753470886","2.4858395782360625","10.022755541217164","22.0","0.7118982610973106","1.0","2.672815252566627","0.0","0.13823946400586476","0.0","0.0","12.280073987826611","3.0","1.102705772929409","Y"
"123.0","15.0","1.0","0.0","21.110165894618277","25.92656175512998","103.04145910592088","1.6597859855654056","11.74485371995673","15.617070143977116","2.426948945607812","0.33510999892155713","0.0","0.0","0.2561225380983522","0.0","0.0","7.48664143142406","1.0","0.9333","Y"
"62.0","4.162132341234304","2.6492854197151727","0.0","5.0010543950545845","19.82216183842861","5.492683665517054","1.1659289475641756","2.9775430980206945","3.4333411195660726","1.3200449085045407","0.258854140103644","0.0","1.1116819836375302","0.3345659057564536","0.6671600420937855","1.2038686295023868","15.231269574982226","0.7724863676227549","0.5965863449466207","N"
"12.0","2.0","0.0818664673296734","0.0","4.308996656689011","3.297385658870682","-0.2990474100164122","2.0","1.799909276134776","2.0","-0.5861145448344411","1.0","1.15873798301545","0.24162209770216897","0.7654238035956105","0.0","0.0","4.5","0.6935382751833585","0.610998389651468","N"
"22.0","2.0","5.0","0.0","2.0","6.0","0.0","1.0","1.0","2.0","1.0","1.0","0.0","0.944444444","0.666666667","0.0","0.0","9.0","1.0","0.5","N"
"16.0","3.0","5.0","0.0","2.0","6.0","3.0","1.0","1.0","3.0","2.0","0.0","0.0","1.0","0.777777778","0.0","0.0","4.333333333","0.0","0.0","N"
"166.0","6.641236866473852","1.0","0.0","2.3263346487375167","26.884309407939487","6.451336206558868","1.8420537729605695","0.0","5.94684149530076","0.5590636197174509","1.0","0.0","0.0","0.5538039328933463","0.0","0.0","26.15422747660845","0.39724233666327147","0.07773354049727593","N"
"26.0","2.8313727284735855","0.31523640968081024","0.0","9.947357674818694","8.34685383539164","1.1855411091909256","3.0789583322228204","4.745790891932789","2.74704301634641","0.0","0.6524084423506402","1.0","-0.1903752779888571","0.47969096073343187","0.0","0.0","6.590468765865199","1.0","0.2783923955441497","N"
"0.0","0.5620543572976455","1.0","0.0","28.37050186775585","-0.8527126336465366","-0.8068308643526529","24.33657188237529","0.8069677517775292","0.4535930203102432","2.0","0.0","0.0","0.0","0.17656758321645305","0.0","0.0","0.0","-0.21433036568801253","0.2672282057650298","N"
