loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
"1180.0","20.75902287875097","3.2499502112997014","1.3135760344067644","13.182565489655577","109.57909087046941","162.53782198828688","2.3784544608783746","10.93402279973539","9.791236644524586","0.8323024422598441","1.0341082698264632","0.0","0.9651941822930626","0.17849491680161905","3.9188253316497015","3.9201277759938558","43.82737148001683","3.15363647282196","1.3810416184095269","Y"
"502.0","17.940008409531448","1.0","0.0","20.65106905065341","73.93621888636025","127.57833592836323","12.496761569998817","8.815337116137904","6.961378308375249","0.8090556571988894","1.0272207953291987","0.10934704690831887","0.0","0.15947168967337605","0.0","0.0","28.714030422443066","0.9917658659978796","1.2302686955190696","Y"
"822.0","15.976790723006781","1.0","0.0","23.654148170128945","67.81142210267701","31.905298353898377","21.795281328512498","20.932191566596543","9.8314268067316","0.8099190642366649","0.2717541371715225","-1.399996445016395","0.0","0.29213828917181167","0.0","0.0","67.08982257996318","18.830696185453906","2.5751833069076002","Y"
"1253.0","11.244245007365729","0.3993137713575985","-0.25153478743229607","4.876578030411393","86.01276404229046","40.000767086273605","0.6686195463551411","8.957242189324518","2.3736695942709494","0.8092622169301172","0.894863604525585","0.0","-0.23465618385109618","0.17313392938060562","-0.827972412435817","-0.5336555438049475","99.05636945776156","4.327058281902163","2.4105829215991914","Y"
"566.0","19.672264818745294","1.0","0.0","26.774977825992455","75.61551517074075","170.99306520031104","9.129567997810067","14.54388266289749","12.557598349835649","0.7730448658677881","0.9302105418476966","3.3829303405559576","0.0","0.12716386869437799","0.0","0.0","24.518702202543633","7.90192711825903","1.5541819126134488","Y"
"2193.0","60.23626815104768","1.455196987743401","0.2925742501346845","125.65004818447187","204.13529525649255","2804.600029703247","116.35698386981323","5.540154714199915","41.28229132965871","0.9508422624721509","0.4483265667558413","0.0","-0.21778717057003685","0.14349582896613158","-0.8124966943298266","-0.759891970740431","34.61287925755261","21.710832778120853","1.4698242276365083","Y"
"273.0","17.185171412480866","1.0","0.0","20.6085074851098","53.693243807952776","85.91811159640335","12.812362599652793","3.6515437828426425","14.046814110776346","1.0786771654789167","1.28329358412188","0.7611579980712765","0.0","0.35143729658695727","0.0","0.0","19.547630780581912","3.954462140016326","1.685034687743955","Y"
"58.0","3.254169696302575","2.0","0.0","1.0","9.453549785178923","0.0","0.0","1.0","1.0","-0.07766509852787948","1.0","1.0","0.7312224292319465","0.7063913774105894","1.0","1.0","17.86126908920213","0.7900944162951222","0.5811047093415302","N"
"87.0","4.0","4.321945333187703","0.0","4.72386548727826","22.318824774021067","0.0","-0.9465202886952078","5.696367186644235","4.0","0.333333333","0.840528394029246","0.0","0.9638727803642174","0.889285605175294","1.0","1.0","20.91231971649284","2.609754010553916","1.3609075799424812","N"
"360.0","8.41732831128888","2.5530337597896393","0.0","5.975707669221637","39.34965884206745","17.765837743809826","1.0","6.65828424344995","6.1448282306797815","0.7228620939616273","1.0","0.0","0.5288177206885235","0.43780014452460536","0.0","0.0","39.845019076995264","3.873028294403607","0.7312915626395458","N"
"65.0","5.313494437894458","0.7164038260612822","0.0","4.700886449333791","12.506692784922528","0.0","0.0","4.533835799747416","3.6262665318638243","0.5442462575631739","1.0","-0.17768455747134032","0.10104638564954041","0.8459929347113625","0.21633996767726507","0.3230567319386255","10.35379986242716","2.83561938559627","1.157894810513395","N"
"20.0","4.0","1.0","0.0","2.0","7.355405237252912","6.0","1.0","1.0","4.0","2.0","0.0","0.0","0.0","0.875","0.0","0.0","3.7110289821467424","1.0","0.75","N"
"4.0","4.0","1.0","0.0","3.3419705769061445","4.0","6.0","2.652539716969237","1.0","4.0","2.0","0.0","0.0","0.0","0.6308814773748794","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.2945272210828924","1.0","0.0","3.4306923016053594","1.670378461060277","0.3117134245144436","2.360379918502681","1.327532072040935","1.7090858613004727","2.0","0.0","0.0","0.0","0.7961091878460562","0.0","0.0","0.0","1.0","1.0","N"
"39.0","1.7994676691071725","1.0","0.0","1.6224594718668137","4.970495476926018","-0.7922573418761637","1.0","0.65708156964937","2.0","0.675187766071029","0.7828076898469938","0.0","0.0","0.666666667","0.0","0.0","17.114039737817446","2.2000795866419782","0.8971738218407734","N"
"91.0","3.2708563297801616","2.459073817487363","0.0","5.0","18.15809677316443","0.0","1.2993213018588303","5.0","3.186105109270023","0.11477116467733534","1.0","0.0","0.9395807459346084","1.0","0.3458878626041228","-0.1506852417580519","27.435612181313303","0.34576727579191613","0.5710403142883775","N"
"16.0","4.0","1.0","0.0","2.0","4.392646432235175","6.0","1.0","1.0","4.0","2.0","0.0","0.0","0.0","0.875","0.0","0.0","3.325180104194525","1.0","0.75","N"
"125.0","3.0","1.2615393169130877","0.0","8.0","16.388716236470305","3.0","1.0","7.0","0.7213161478414374","1.8058975263545847","0.0","0.0","-0.16277533087088475","0.4584165576347463","0.0","0.0","40.2913769225813","1.0","0.6667","N"
"0.0","0.505243058082919","1.0","0.0","-1.3182982106233394","0.3027687946900589","-0.29633564545312996","0.8506263381760735","0.3967219476610817","-0.5715398739741713","2.0","0.0","0.0","0.0","-0.20518781424271665","0.0","0.0","0.0","0.2930307357563761","-0.3205886072299772","N"
"107.0","5.0","3.618984627458371","0.0","4.598998353769275","18.0","0.0","-0.16501047846487576","4.708967893211902","5.468829700287612","0.7191044130770616","1.0","0.0","1.0970345674281161","0.8566423471668075","1.3074052314868654","0.7695440472521673","19.12070087467668","1.1619465929479087","0.7301637569356391","N"
"43.0","3.0","1.0","0.2893623129061994","3.617184706264437","9.0","2.532027539776063","1.577788664296914","2.0","1.8114463866192996","2.3316680594903003","0.286116090119985","0.0","0.0","0.666666667","0.0","0.0","12.983965826196972","1.0","0.6667","N"
