loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
"3260.0","121.20754238161345","2.1505745971998174","0.0","113.37305234465265","302.6070692617068","6292.338146555296","74.94099331473804","58.756902160768455","132.9301274470729","0.9512095443602545","0.7985137664870061","21.74870137681902","0.12315368251913354","0.04845838252525822","1.1590851321979097","2.4761933577435835","25.449976783571575","6.537065244675533","1.5289525907251698","Y"
"693.0","39.01132600095689","3.0","0.6522225047316934","15.769957015304154","64.96028515383571","214.0793540527626","11.706618744179812","7.304528985260329","37.02559794732562","0.5730943498749574","1.0","1.5435442786425706","0.7385596172323831","0.17114442835677895","2.2459264598542403","7.4744132464043815","18.804210129455626","13.437879403482155","2.5365961834257273","Y"
"1046.0","43.04462095157152","3.5638930244568208","0.26868453026720207","21.300607039608735","117.90137061436731","580.7248292129967","14.012372807038671","8.985359521762144","42.68787121535063","0.9550590786824746","0.3150697852408646","0.9331469831732394","0.6017427881368366","0.22363556919065483","0.0","0.0","22.36428756628416","12.412130709692697","1.9280027267901179","Y"
"979.0","24.02276917626693","2.843949253227628","0.0","19.299298656584185","89.6977239622155","190.94193920249313","8.87825666870544","12.259274584607313","22.47524394768771","0.8032185553882157","0.39017098400363415","0.0","0.3821697441456154","0.18775454483207993","1.4925689001182993","8.25657962864802","34.313782330287694","17.543031656357503","1.353544745336178","Y"
"1294.0","84.37500226296852","2.0","1.2830105939931458","144.03359205259773","133.3445254920778","2338.5377393236854","191.7060032734683","21.14279740135652","67.50417386817367","0.9350640372561981","0.7783764549170694","9.357487415297165","0.19642491733624534","0.08016806819099567","0.2454497654092354","-0.3468536523315988","14.024706245465426","5.3983217666002785","1.2553073602086913","Y"
"1894.0","28.400655469739448","2.35998643822866","16.37903595713035","73.60689941337633","141.6954220522675","68.56975736951414","29.8244287935128","43.52597361313926","17.04240856034296","0.8765628285991753","0.7433335183300376","3.383619882445192","0.5953375676614584","0.1608938514503591","3.6633913374452014","8.489363809811987","57.49960572933213","14.780702302200758","3.0165558971235065","Y"
"1326.0","42.36018897250421","1.157237401866051","0.0","-10.620665611256728","62.86970901702842","911.7482066090636","3.898432242366445","13.997720432309936","31.963718211561662","1.092450682293879","-0.19438210579678405","0.23031922970490626","-0.053572148159669236","0.17039221656158507","0.0","0.0","28.686341829065064","6.1578802449035965","1.2686949773236877","Y"
"395.0","18.34479485258207","0.5640972904175081","0.8076600765163917","15.210576609289966","41.09200451054342","86.07488705443114","4.644511424503338","7.57669976686333","15.118153613153435","0.7757160622236613","0.9378347960150913","0.30363052394659135","0.16740696643196062","0.22860911191490918","0.6984724009735864","-5.145497694909254","20.184839038166913","3.225538264077382","1.1826425038998134","Y"
"2911.0","118.18747149155726","0.8148399569318046","0.0","68.10893808909623","231.9645788205268","5301.18223063977","52.04973812425159","49.373556798394254","77.77612283397768","0.8952912967250999","1.0954291356784602","2.366514913813261","-0.03175604163620166","0.09348954960297969","-0.33884844183118296","0.6660119904349359","24.107923675279263","10.214493487717007","1.963858634068273","Y"
"2724.0","77.1823536255045","1.0","1.468152220018753","23.1165874669926","161.36189829415318","962.5583719083673","8.997511219850741","13.485175287400473","49.77478299024015","0.9121404574469751","0.5093335991785589","6.964879520864365","0.0","0.14497552854341725","0.0","0.0","35.723984666893514","13.596582245146333","1.98656317717444","Y"
